source,target,weight,timeset
3600,2642,1,2013-05-09T18:05:44Z
3600,4244,1,2013-05-09T18:06:48Z
2642,3600,1,2013-05-09T18:14:29Z
446,3744,-10,2013-05-09T18:50:15Z
446,905,2,2013-05-09T19:01:04Z
1334,4244,1,2013-05-09T19:10:23Z
905,446,1,2013-05-09T19:11:34Z
4217,4250,1,2013-05-09T19:48:03Z
4250,4217,1,2013-05-09T19:50:23Z
4163,4251,-10,2013-05-09T22:16:25Z
4204,4251,-5,2013-05-09T22:20:53Z
3649,4251,-1,2013-05-09T23:11:08Z
57,3465,2,2013-05-10T01:08:23Z
4163,3545,9,2013-05-10T01:37:13Z
135,3545,-8,2013-05-10T01:37:27Z
3545,135,-10,2013-05-10T01:37:58Z
3545,4253,1,2013-05-10T01:38:32Z
4163,395,10,2013-05-10T01:40:39Z
395,3545,5,2013-05-10T01:42:59Z
135,4163,-1,2013-05-10T01:46:05Z
135,395,-1,2013-05-10T01:46:32Z
342,135,-10,2013-05-10T01:46:46Z
395,135,-10,2013-05-10T01:46:58Z
135,342,-1,2013-05-10T01:47:10Z
4214,3916,5,2013-05-10T01:47:30Z
3916,4214,3,2013-05-10T01:47:31Z
4231,3600,1,2013-05-10T02:18:55Z
4253,3545,1,2013-05-10T02:48:30Z
2296,21,-10,2013-05-10T04:11:07Z
4244,21,-5,2013-05-10T04:25:48Z
35,4251,-1,2013-05-10T09:48:29Z
135,4251,-1,2013-05-10T10:04:20Z
3878,3487,1,2013-05-10T10:06:09Z
3487,3878,1,2013-05-10T10:08:01Z
3828,4213,1,2013-05-10T10:19:35Z
4213,3828,1,2013-05-10T10:22:20Z
4249,4251,-1,2013-05-10T10:39:16Z
3642,25,1,2013-05-10T12:54:45Z
2876,2125,1,2013-05-10T16:34:05Z
2125,2876,1,2013-05-10T16:34:16Z
3976,3820,2,2013-05-10T18:26:42Z
3820,3976,1,2013-05-10T18:27:17Z
3976,4255,1,2013-05-10T18:47:52Z
4255,3976,1,2013-05-10T18:48:54Z
4086,3593,1,2013-05-10T19:34:24Z
4086,4157,1,2013-05-10T19:35:55Z
3820,4236,1,2013-05-10T20:00:36Z
4236,3820,1,2013-05-10T20:01:33Z
171,2777,1,2013-05-10T20:12:19Z
3981,1018,4,2013-05-10T20:17:45Z
1018,3981,2,2013-05-10T20:29:21Z
2777,171,1,2013-05-10T20:50:57Z
1018,2388,3,2013-05-10T20:55:02Z
2388,1018,3,2013-05-10T21:06:40Z
13,4236,1,2013-05-10T22:36:52Z
4236,13,1,2013-05-10T22:40:23Z
3735,4256,1,2013-05-10T23:46:05Z
4256,3735,4,2013-05-10T23:50:59Z
4229,4230,1,2013-05-10T23:57:17Z
4229,3547,5,2013-05-10T23:58:25Z
4236,3854,1,2013-05-11T00:05:34Z
3735,1674,1,2013-05-11T00:47:56Z
3854,4236,1,2013-05-11T00:48:19Z
1674,3735,3,2013-05-11T00:50:05Z
4236,2388,2,2013-05-11T00:50:57Z
3488,4236,1,2013-05-11T00:58:01Z
2167,4257,10,2013-05-11T02:28:36Z
4236,2839,3,2013-05-11T02:29:21Z
2839,4236,3,2013-05-11T02:30:15Z
4163,2080,-10,2013-05-11T05:19:08Z
2296,2080,-10,2013-05-11T05:25:57Z
2296,2897,-6,2013-05-11T09:52:44Z
4174,3527,1,2013-05-11T12:25:47Z
3527,4174,1,2013-05-11T12:35:37Z
3642,3649,2,2013-05-11T14:43:43Z
2296,1675,-10,2013-05-12T05:26:43Z
3828,2296,1,2013-05-12T05:28:19Z
1810,1675,-10,2013-05-12T06:59:03Z
4244,4259,4,2013-05-12T08:25:26Z
4259,4244,4,2013-05-12T08:26:53Z
1217,39,8,2013-05-12T11:19:57Z
1217,415,3,2013-05-12T11:21:15Z
1352,2344,-10,2013-05-12T12:40:20Z
415,1217,3,2013-05-12T12:47:33Z
3527,4261,10,2013-05-12T13:37:42Z
4261,3527,10,2013-05-12T14:54:49Z
2296,1562,-10,2013-05-13T04:38:04Z
2512,2164,3,2013-05-13T04:40:51Z
2296,640,4,2013-05-13T05:06:50Z
640,2296,5,2013-05-13T05:11:38Z
4197,4262,1,2013-05-13T06:52:15Z
4262,4197,1,2013-05-13T06:54:08Z
39,1217,4,2013-05-13T07:07:19Z
2296,571,-10,2013-05-13T07:42:46Z
2635,4107,2,2013-05-13T08:21:29Z
436,4107,2,2013-05-13T11:52:21Z
4172,4263,1,2013-05-13T15:20:09Z
4263,4172,1,2013-05-13T15:21:16Z
3820,4264,1,2013-05-13T15:48:20Z
4264,3820,3,2013-05-13T15:50:26Z
3531,3600,1,2013-05-13T16:45:43Z
2125,3887,1,2013-05-13T16:50:43Z
3887,2125,1,2013-05-13T16:54:43Z
4257,2167,10,2013-05-13T17:06:43Z
3649,2028,-1,2013-05-13T19:49:22Z
3719,3976,1,2013-05-13T20:02:51Z
4119,905,1,2013-05-13T20:04:35Z
3976,2552,1,2013-05-13T20:09:25Z
2552,3976,1,2013-05-13T20:10:58Z
4264,13,1,2013-05-13T20:31:02Z
13,4264,1,2013-05-13T20:31:02Z
13,3405,1,2013-05-13T20:45:45Z
3976,3405,1,2013-05-13T20:46:47Z
3405,3976,5,2013-05-13T20:47:02Z
4236,2164,1,2013-05-13T20:49:31Z
3405,13,2,2013-05-13T20:50:26Z
3223,3642,1,2013-05-13T20:52:49Z
3642,3223,1,2013-05-13T21:21:44Z
3527,4265,1,2013-05-13T22:57:41Z
4265,3527,1,2013-05-13T23:00:10Z
3976,2176,1,2013-05-14T00:25:00Z
2176,3976,1,2013-05-14T00:29:27Z
3642,4266,1,2013-05-14T00:44:57Z
3642,4267,1,2013-05-14T00:45:11Z
4266,3642,1,2013-05-14T00:45:56Z
3342,3219,4,2013-05-14T01:59:19Z
3916,4103,1,2013-05-14T02:52:22Z
4103,3916,1,2013-05-14T02:53:40Z
4233,3488,1,2013-05-14T03:25:47Z
13,2512,1,2013-05-14T03:27:50Z
1508,446,3,2013-05-14T05:48:14Z
446,1508,3,2013-05-14T05:48:38Z
3916,4268,1,2013-05-14T09:18:39Z
4268,3916,2,2013-05-14T09:20:18Z
2642,4269,5,2013-05-14T10:15:09Z
3451,4269,1,2013-05-14T10:15:20Z
3719,4038,1,2013-05-14T13:46:41Z
4038,3719,2,2013-05-14T13:46:54Z
4238,3445,7,2013-05-14T14:34:11Z
4197,4084,1,2013-05-14T15:56:30Z
4236,4227,2,2013-05-14T16:05:59Z
4227,4236,2,2013-05-14T16:06:34Z
4084,4197,1,2013-05-14T16:44:54Z
4176,1018,4,2013-05-14T16:50:10Z
1018,4176,3,2013-05-14T16:50:44Z
3976,3168,1,2013-05-14T17:35:07Z
3168,3976,5,2013-05-14T17:35:08Z
4267,3642,3,2013-05-14T17:49:41Z
4084,4185,1,2013-05-14T17:59:08Z
4185,4084,1,2013-05-14T18:39:16Z
3923,3552,-1,2013-05-14T18:52:00Z
546,3926,1,2013-05-14T19:06:14Z
1334,3923,1,2013-05-14T19:10:12Z
3923,4167,4,2013-05-14T20:08:08Z
3982,4205,10,2013-05-14T20:15:03Z
4167,3923,3,2013-05-14T20:26:18Z
4172,4270,1,2013-05-14T21:13:07Z
4172,4139,2,2013-05-14T22:01:40Z
4139,4172,3,2013-05-14T22:03:38Z
3656,3719,1,2013-05-14T22:42:58Z
3719,3656,1,2013-05-14T22:43:33Z
3598,4267,1,2013-05-14T23:15:19Z
4267,3598,1,2013-05-14T23:16:40Z
4231,3719,1,2013-05-14T23:22:14Z
2351,1377,-10,2013-05-14T23:57:38Z
2388,3341,-1,2013-05-15T02:48:46Z
4197,4271,1,2013-05-15T04:49:40Z
4271,4197,1,2013-05-15T04:52:43Z
2839,3649,2,2013-05-15T06:07:16Z
3649,2839,1,2013-05-15T06:07:42Z
3916,2472,1,2013-05-15T09:05:07Z
2472,3916,1,2013-05-15T09:10:32Z
4107,4265,1,2013-05-15T11:26:27Z
4265,4107,1,2013-05-15T11:26:41Z
4204,3513,1,2013-05-15T13:09:58Z
1396,1565,6,2013-05-15T13:53:24Z
2861,3642,1,2013-05-15T14:16:53Z
3600,1334,1,2013-05-15T19:31:23Z
3916,4274,1,2013-05-15T19:58:14Z
4274,3916,1,2013-05-15T19:58:45Z
3916,4114,1,2013-05-15T20:39:21Z
4114,3916,2,2013-05-15T20:41:45Z
135,4275,-10,2013-05-15T21:16:30Z
1363,4275,-10,2013-05-15T21:18:45Z
905,4163,1,2013-05-15T21:46:24Z
4197,3976,3,2013-05-15T23:03:02Z
2642,4189,2,2013-05-15T23:49:39Z
3828,4258,2,2013-05-16T00:38:03Z
4258,3828,2,2013-05-16T00:39:25Z
3916,4276,1,2013-05-16T00:39:30Z
4276,3916,1,2013-05-16T00:41:10Z
3598,4235,1,2013-05-16T01:16:48Z
4235,3598,2,2013-05-16T01:17:05Z
3904,3598,1,2013-05-16T01:36:37Z
3598,3904,1,2013-05-16T01:36:50Z
4236,4252,1,2013-05-16T02:18:58Z
4252,4236,2,2013-05-16T03:13:03Z
3904,3681,1,2013-05-16T03:20:13Z
3681,3904,1,2013-05-16T03:22:26Z
4252,4277,1,2013-05-16T03:25:14Z
4277,4252,1,2013-05-16T03:25:54Z
2296,4275,-10,2013-05-16T03:55:51Z
2296,4278,1,2013-05-16T05:21:35Z
4278,2296,1,2013-05-16T05:22:21Z
4278,4279,2,2013-05-16T05:23:02Z
3828,3699,1,2013-05-16T05:47:54Z
3699,3828,1,2013-05-16T05:49:41Z
2188,4280,3,2013-05-16T07:40:42Z
4280,2188,5,2013-05-16T07:53:14Z
3397,493,5,2013-05-16T09:22:39Z
4107,436,2,2013-05-16T09:45:48Z
2635,3527,4,2013-05-16T12:52:28Z
3527,2635,2,2013-05-16T13:05:58Z
4017,35,5,2013-05-16T13:47:58Z
4172,4265,1,2013-05-16T14:44:36Z
1018,4282,1,2013-05-16T14:53:56Z
4282,1018,1,2013-05-16T14:54:22Z
3600,3656,1,2013-05-16T15:33:31Z
3926,2642,5,2013-05-16T15:34:11Z
4265,4172,1,2013-05-16T15:45:14Z
3630,3656,3,2013-05-16T16:01:27Z
4283,35,1,2013-05-16T18:02:58Z
4176,2625,1,2013-05-16T18:05:31Z
4281,4135,1,2013-05-16T18:44:12Z
3904,2977,1,2013-05-16T18:56:08Z
2977,3904,1,2013-05-16T18:56:59Z
1565,4284,2,2013-05-16T19:41:01Z
4284,1565,2,2013-05-16T19:42:54Z
1629,4172,1,2013-05-16T19:59:18Z
4174,4285,1,2013-05-16T20:44:36Z
872,35,3,2013-05-16T21:02:08Z
35,872,3,2013-05-16T21:02:29Z
493,3397,5,2013-05-16T21:17:43Z
1670,3397,2,2013-05-16T21:49:10Z
3397,1670,2,2013-05-16T21:50:31Z
2110,3916,2,2013-05-16T22:07:10Z
1565,115,1,2013-05-16T22:40:57Z
905,304,10,2013-05-16T22:58:10Z
1612,4267,1,2013-05-16T23:10:24Z
4267,1612,1,2013-05-16T23:11:05Z
304,4098,3,2013-05-16T23:12:38Z
4172,4280,2,2013-05-16T23:34:29Z
4280,4172,2,2013-05-16T23:37:38Z
4098,3723,10,2013-05-17T02:16:19Z
3723,4098,10,2013-05-17T02:19:57Z
3916,2987,1,2013-05-17T02:48:48Z
2987,3916,1,2013-05-17T02:49:08Z
3699,1764,2,2013-05-17T04:04:30Z
905,4286,1,2013-05-17T04:24:54Z
2942,2125,10,2013-05-17T06:33:44Z
238,4172,1,2013-05-17T11:02:13Z
4172,238,1,2013-05-17T11:02:41Z
3214,2165,10,2013-05-17T13:40:11Z
4283,4281,3,2013-05-17T14:07:10Z
4281,4283,3,2013-05-17T14:08:41Z
3719,2319,1,2013-05-17T16:16:13Z
215,1565,5,2013-05-17T16:16:19Z
3649,1629,1,2013-05-17T16:34:03Z
1629,3649,1,2013-05-17T16:35:21Z
1922,4179,1,2013-05-18T06:57:38Z
4279,4278,1,2013-05-18T07:06:23Z
4283,4287,1,2013-05-18T07:06:37Z
4287,4283,1,2013-05-18T07:08:12Z
35,4283,1,2013-05-18T09:30:17Z
215,3744,-10,2013-05-18T11:37:39Z
4163,3547,1,2013-05-18T13:24:02Z
3630,3408,3,2013-05-18T13:58:46Z
3408,3630,3,2013-05-18T13:59:20Z
4266,4288,2,2013-05-18T16:02:37Z
4266,3260,2,2013-05-18T16:02:58Z
4266,4289,1,2013-05-18T16:13:15Z
3018,2635,10,2013-05-18T16:25:14Z
1810,3185,4,2013-05-18T20:59:40Z
3185,1810,5,2013-05-18T21:00:10Z
3545,4291,1,2013-05-18T21:05:13Z
13,2125,2,2013-05-18T21:32:31Z
361,4292,1,2013-05-18T22:38:00Z
4292,361,1,2013-05-18T22:39:06Z
4283,3719,3,2013-05-18T22:53:12Z
3719,4283,3,2013-05-18T22:54:45Z
4172,3767,1,2013-05-18T23:14:43Z
3767,4172,1,2013-05-18T23:16:16Z
3185,13,1,2013-05-18T23:55:27Z
13,3185,1,2013-05-18T23:55:33Z
3223,3699,1,2013-05-19T01:19:57Z
3699,3223,1,2013-05-19T01:20:41Z
3916,3185,2,2013-05-19T02:53:20Z
3185,3916,2,2013-05-19T02:53:30Z
353,57,2,2013-05-19T03:52:11Z
57,353,2,2013-05-19T03:53:29Z
4291,3545,1,2013-05-19T04:04:04Z
37,3018,1,2013-05-19T10:26:09Z
3630,4172,3,2013-05-19T13:41:21Z
13,2618,5,2013-05-19T17:01:53Z
4284,1334,1,2013-05-19T18:05:16Z
4136,3735,10,2013-05-19T18:54:54Z
3816,2404,8,2013-05-19T19:37:46Z
2404,3816,2,2013-05-19T19:40:20Z
2404,4284,1,2013-05-19T19:47:34Z
4284,2404,1,2013-05-19T19:49:44Z
2404,3545,1,2013-05-19T19:56:48Z
3545,2404,1,2013-05-19T19:57:09Z
3699,4293,1,2013-05-19T20:19:35Z
4293,3699,1,2013-05-19T20:22:37Z
35,4294,1,2013-05-19T21:21:08Z
4294,35,1,2013-05-19T21:24:11Z
3237,4295,1,2013-05-19T21:45:47Z
4295,3237,1,2013-05-19T21:49:41Z
4172,3535,1,2013-05-19T21:52:12Z
3535,4172,1,2013-05-19T21:52:41Z
4296,4107,2,2013-05-19T22:22:20Z
4107,4296,2,2013-05-19T22:22:37Z
4296,3971,1,2013-05-19T22:29:25Z
4287,3404,1,2013-05-20T00:30:54Z
3404,4287,1,2013-05-20T00:31:46Z
3823,476,-5,2013-05-20T00:35:56Z
1670,4266,1,2013-05-20T01:07:16Z
4266,1670,1,2013-05-20T01:08:30Z
4163,4297,1,2013-05-20T01:52:06Z
2296,3449,-10,2013-05-20T01:56:47Z
4146,1018,1,2013-05-20T03:57:32Z
4197,4287,1,2013-05-20T04:58:06Z
4287,4197,1,2013-05-20T04:59:14Z
2388,4298,1,2013-05-20T08:35:09Z
2167,4238,5,2013-05-20T09:53:41Z
4238,2167,10,2013-05-20T10:08:55Z
4107,3872,1,2013-05-20T11:00:56Z
3018,4299,1,2013-05-20T12:25:06Z
4299,3018,1,2013-05-20T12:29:17Z
4247,230,2,2013-05-20T15:25:31Z
550,57,2,2013-05-20T15:59:41Z
57,550,2,2013-05-20T16:01:09Z
2397,57,1,2013-05-20T16:05:19Z
57,2397,2,2013-05-20T16:05:38Z
3926,546,1,2013-05-20T16:41:15Z
1565,1802,1,2013-05-20T16:46:30Z
1810,3465,3,2013-05-20T19:21:03Z
3980,4197,1,2013-05-20T19:26:12Z
4197,3980,1,2013-05-20T19:26:21Z
35,4300,1,2013-05-20T19:48:03Z
3630,4266,2,2013-05-20T19:48:26Z
1612,3630,2,2013-05-20T20:02:43Z
3630,1612,2,2013-05-20T20:03:25Z
3630,3892,2,2013-05-20T20:19:34Z
2819,1810,2,2013-05-20T20:50:54Z
1810,2819,2,2013-05-20T20:58:04Z
1508,2473,2,2013-05-20T21:52:36Z
2473,1508,2,2013-05-20T21:56:26Z
13,4301,2,2013-05-20T22:31:40Z
4301,13,2,2013-05-20T22:34:12Z
2262,4197,1,2013-05-20T23:22:09Z
4197,2262,1,2013-05-20T23:22:53Z
4291,3392,1,2013-05-20T23:49:36Z
3392,4291,1,2013-05-20T23:50:24Z
4297,1809,-10,2013-05-21T00:29:32Z
3980,3013,1,2013-05-21T01:03:34Z
3237,2642,5,2013-05-21T03:43:07Z
4266,3630,3,2013-05-21T03:43:41Z
3237,3630,1,2013-05-21T03:44:09Z
4266,2642,1,2013-05-21T03:45:17Z
4172,3630,7,2013-05-21T06:08:09Z
4266,3252,1,2013-05-21T08:45:26Z
1629,4302,1,2013-05-21T13:57:12Z
4302,1629,1,2013-05-21T14:01:59Z
1318,3445,2,2013-05-21T14:02:58Z
1629,3744,-10,2013-05-21T14:08:09Z
4163,2142,10,2013-05-21T14:37:05Z
4163,230,10,2013-05-21T14:43:17Z
4163,4119,1,2013-05-21T14:59:03Z
2948,1352,2,2013-05-21T15:38:55Z
4172,4303,1,2013-05-21T17:24:19Z
4303,4172,1,2013-05-21T17:24:29Z
3641,4304,3,2013-05-21T17:40:41Z
1018,4247,3,2013-05-21T17:56:03Z
35,4017,3,2013-05-21T18:03:55Z
1018,3219,9,2013-05-21T18:23:18Z
4290,2125,2,2013-05-21T19:41:38Z
2125,4176,1,2013-05-21T22:14:28Z
4305,3649,1,2013-05-21T22:22:01Z
1991,2642,2,2013-05-21T22:55:45Z
2642,1991,2,2013-05-21T22:57:54Z
3598,3875,2,2013-05-21T23:10:23Z
4107,4306,1,2013-05-21T23:36:06Z
4306,4107,1,2013-05-21T23:36:43Z
4197,4307,1,2013-05-22T00:58:32Z
4307,4197,1,2013-05-22T01:00:49Z
3875,3598,1,2013-05-22T01:10:24Z
2056,330,1,2013-05-22T02:44:17Z
3887,2642,8,2013-05-22T02:47:16Z
4290,3699,1,2013-05-22T02:51:08Z
3445,1318,2,2013-05-22T03:51:17Z
2642,4309,1,2013-05-22T03:52:22Z
3445,3547,5,2013-05-22T03:53:19Z
3445,1154,2,2013-05-22T04:00:20Z
3445,4,2,2013-05-22T04:00:52Z
3445,4310,2,2013-05-22T04:01:01Z
3445,4311,2,2013-05-22T04:01:13Z
4222,1185,3,2013-05-22T04:02:22Z
3445,13,1,2013-05-22T04:02:26Z
1318,1185,4,2013-05-22T04:03:42Z
3445,1185,2,2013-05-22T04:06:22Z
353,905,2,2013-05-22T09:20:27Z
905,353,2,2013-05-22T09:22:54Z
3000,3545,1,2013-05-22T12:25:12Z
3545,3000,1,2013-05-22T12:25:36Z
546,3750,1,2013-05-22T16:41:28Z
3750,546,1,2013-05-22T16:42:13Z
2397,2110,1,2013-05-22T17:19:00Z
2110,2397,1,2013-05-22T17:21:10Z
4197,4312,1,2013-05-22T18:21:54Z
4312,4197,1,2013-05-22T18:22:57Z
4197,2958,1,2013-05-22T19:16:56Z
2958,4197,1,2013-05-22T19:17:50Z
3545,1565,1,2013-05-22T20:59:12Z
1565,3545,1,2013-05-22T21:02:36Z
3237,4313,1,2013-05-22T22:36:14Z
4313,3237,1,2013-05-22T22:36:44Z
2269,2125,1,2013-05-22T23:39:44Z
1953,4314,1,2013-05-22T23:55:41Z
4314,1953,1,2013-05-22T23:55:48Z
3916,3389,1,2013-05-23T00:14:32Z
3389,3916,1,2013-05-23T00:14:58Z
3699,4290,4,2013-05-23T00:33:26Z
4198,3916,1,2013-05-23T02:08:25Z
3916,4198,1,2013-05-23T02:10:08Z
3916,3217,1,2013-05-23T03:52:01Z
3217,3916,1,2013-05-23T03:54:14Z
2125,2269,1,2013-05-23T04:17:57Z
3699,4254,4,2013-05-23T05:23:54Z
4222,4315,1,2013-05-23T08:16:00Z
3445,455,-2,2013-05-23T09:14:16Z
3445,135,-1,2013-05-23T09:15:09Z
3445,3366,-1,2013-05-23T09:16:45Z
4107,4316,1,2013-05-23T11:14:05Z
4316,4107,1,2013-05-23T12:14:42Z
1953,4107,2,2013-05-23T13:49:09Z
4107,1953,2,2013-05-23T13:50:53Z
3904,4172,1,2013-05-23T14:47:04Z
732,3904,2,2013-05-23T15:38:09Z
3904,732,2,2013-05-23T15:39:10Z
2113,4317,1,2013-05-23T17:05:21Z
4317,2113,1,2013-05-23T17:20:34Z
3445,3543,-1,2013-05-23T17:40:08Z
1810,3904,1,2013-05-23T18:44:44Z
1565,3572,3,2013-05-23T18:46:27Z
3904,1810,1,2013-05-23T18:49:31Z
3445,3572,1,2013-05-23T18:56:09Z
4236,3904,1,2013-05-23T19:18:06Z
4266,3986,2,2013-05-23T19:22:44Z
3018,37,1,2013-05-23T19:23:44Z
3018,2913,1,2013-05-23T19:24:00Z
3018,3207,1,2013-05-23T19:24:26Z
3404,4318,3,2013-05-23T19:27:57Z
4318,3404,3,2013-05-23T19:28:55Z
3976,3904,2,2013-05-23T20:08:01Z
3904,4236,1,2013-05-23T20:24:36Z
3904,3976,2,2013-05-23T20:26:01Z
3976,1744,-1,2013-05-23T20:51:19Z
3018,4319,2,2013-05-23T20:53:27Z
1565,3976,1,2013-05-23T20:53:48Z
4319,3018,1,2013-05-23T20:56:18Z
4139,3976,4,2013-05-23T22:28:05Z
3976,4139,4,2013-05-23T22:28:22Z
4139,4279,1,2013-05-23T22:28:22Z
35,4320,1,2013-05-23T23:15:43Z
1810,3020,3,2013-05-23T23:56:09Z
4198,4197,1,2013-05-23T23:56:13Z
4227,4321,1,2013-05-24T07:59:06Z
4321,4227,1,2013-05-24T07:59:57Z
4172,3854,1,2013-05-24T09:15:50Z
3854,4172,1,2013-05-24T09:58:19Z
3018,3744,-10,2013-05-24T15:05:03Z
216,1953,1,2013-05-24T16:42:12Z
3578,1832,1,2013-05-24T16:56:02Z
1832,3578,1,2013-05-24T16:58:07Z
3214,3219,9,2013-05-24T17:02:11Z
3219,3214,8,2013-05-24T17:08:31Z
1953,4323,1,2013-05-24T19:04:12Z
3129,3995,1,2013-05-24T19:37:22Z
3916,4273,2,2013-05-24T19:47:04Z
1639,4324,-1,2013-05-24T19:47:46Z
4273,3916,2,2013-05-24T19:48:04Z
3916,280,2,2013-05-24T20:01:44Z
280,3916,1,2013-05-24T20:04:23Z
2635,4325,1,2013-05-24T20:58:00Z
3719,3465,2,2013-05-24T21:17:37Z
3465,3719,2,2013-05-24T21:18:17Z
3000,905,1,2013-05-24T22:29:54Z
905,3000,1,2013-05-24T22:30:12Z
4320,35,1,2013-05-24T23:32:49Z
4107,4279,1,2013-05-25T01:12:58Z
3649,4305,1,2013-05-25T02:18:07Z
3330,4326,-5,2013-05-25T05:16:07Z
4197,3923,1,2013-05-25T05:26:21Z
3923,4197,1,2013-05-25T05:26:25Z
3916,3321,1,2013-05-25T05:41:34Z
3321,3916,2,2013-05-25T05:42:15Z
3916,3699,1,2013-05-25T05:58:52Z
3699,3916,1,2013-05-25T05:59:38Z
13,3397,5,2013-05-25T06:21:55Z
1098,493,5,2013-05-25T08:18:12Z
1098,3397,5,2013-05-25T08:18:20Z
1098,1670,5,2013-05-25T08:18:55Z
3397,1098,10,2013-05-25T08:31:07Z
3397,13,5,2013-05-25T08:31:54Z
4172,4238,1,2013-05-25T13:27:30Z
4238,4172,2,2013-05-25T13:29:26Z
4238,4327,2,2013-05-25T14:25:06Z
4327,4238,2,2013-05-25T14:27:57Z
4172,3534,1,2013-05-25T16:06:19Z
1334,4238,1,2013-05-25T18:16:45Z
4238,1334,1,2013-05-25T18:17:13Z
1334,2763,5,2013-05-25T18:19:39Z
4172,2928,1,2013-05-25T18:44:47Z
2928,4172,1,2013-05-25T18:45:41Z
2296,2125,5,2013-05-25T18:55:11Z
3699,4328,1,2013-05-25T19:48:11Z
4328,3699,1,2013-05-25T19:53:45Z
2244,4329,1,2013-05-25T20:41:00Z
4329,2244,1,2013-05-25T20:43:02Z
3545,1612,1,2013-05-25T20:47:00Z
1612,3545,1,2013-05-25T20:48:08Z
3980,4008,-10,2013-05-25T22:44:18Z
3527,4330,1,2013-05-25T22:59:18Z
4330,3527,1,2013-05-25T23:00:06Z
4172,3370,1,2013-05-25T23:21:07Z
3370,4172,1,2013-05-25T23:29:45Z
3830,4266,1,2013-05-26T02:12:39Z
2244,6,1,2013-05-26T02:57:02Z
135,6,1,2013-05-26T03:03:04Z
4266,3830,1,2013-05-26T03:38:25Z
4131,2388,1,2013-05-26T04:26:29Z
2388,4131,1,2013-05-26T04:29:48Z
1098,4331,2,2013-05-26T05:01:31Z
4331,1098,4,2013-05-26T05:11:09Z
4197,4333,1,2013-05-26T05:38:08Z
4333,4197,1,2013-05-26T05:38:45Z
905,4334,1,2013-05-26T08:38:48Z
4334,905,1,2013-05-26T08:39:58Z
2244,1,1,2013-05-26T11:54:48Z
2244,4335,1,2013-05-26T13:00:15Z
4335,2244,1,2013-05-26T13:00:28Z
4172,2498,5,2013-05-26T15:50:48Z
2125,4279,1,2013-05-26T16:23:12Z
3659,25,1,2013-05-26T17:20:12Z
4320,3820,5,2013-05-26T19:17:06Z
905,4238,1,2013-05-26T19:59:49Z
4238,905,1,2013-05-26T20:00:37Z
35,4274,1,2013-05-26T20:11:46Z
3699,215,2,2013-05-26T21:43:40Z
215,3699,2,2013-05-26T21:44:21Z
2642,3916,3,2013-05-26T22:17:47Z
3916,2642,3,2013-05-26T22:18:37Z
3699,4337,1,2013-05-26T23:51:02Z
4337,3699,1,2013-05-26T23:54:43Z
2943,2125,6,2013-05-27T02:53:05Z
3916,3105,2,2013-05-27T07:01:50Z
3105,3916,2,2013-05-27T07:02:56Z
3892,3630,5,2013-05-27T10:34:08Z
353,1502,1,2013-05-27T13:37:02Z
1502,353,1,2013-05-27T13:39:05Z
4231,4302,1,2013-05-27T13:42:15Z
4302,4231,1,2013-05-27T13:43:42Z
3003,4172,2,2013-05-27T14:40:53Z
4172,3003,2,2013-05-27T14:41:06Z
3820,4339,1,2013-05-27T14:41:28Z
3820,4302,1,2013-05-27T15:09:44Z
4302,3820,1,2013-05-27T15:10:54Z
481,3892,2,2013-05-27T15:15:17Z
3018,4266,1,2013-05-27T17:21:28Z
3018,3527,3,2013-05-27T17:21:48Z
4330,3018,1,2013-05-27T17:30:49Z
3018,4330,1,2013-05-27T17:32:09Z
3820,4342,1,2013-05-27T17:45:33Z
4342,3820,1,2013-05-27T17:45:54Z
1922,3018,3,2013-05-27T17:49:22Z
4119,2125,2,2013-05-27T17:52:17Z
4207,4204,4,2013-05-27T19:21:37Z
4204,4207,2,2013-05-27T19:22:16Z
3219,2763,2,2013-05-27T21:29:12Z
13,4238,1,2013-05-27T21:34:43Z
4238,13,1,2013-05-27T21:35:04Z
35,4343,1,2013-05-27T21:35:22Z
4344,3649,1,2013-05-28T03:05:05Z
2404,4345,1,2013-05-28T05:10:35Z
4345,2404,1,2013-05-28T05:11:25Z
2388,4346,1,2013-05-28T06:54:15Z
3593,1948,6,2013-05-28T07:03:46Z
4346,2388,1,2013-05-28T07:20:17Z
4172,4347,1,2013-05-28T08:08:42Z
4347,4172,1,2013-05-28T08:12:50Z
905,4075,1,2013-05-28T09:42:27Z
1948,3593,3,2013-05-28T09:52:10Z
4238,4348,8,2013-05-28T10:32:20Z
35,4349,1,2013-05-28T11:20:39Z
3649,4344,-10,2013-05-28T15:55:30Z
1565,96,1,2013-05-28T16:07:25Z
1272,3820,1,2013-05-28T16:35:27Z
3820,1272,1,2013-05-28T16:35:37Z
4348,4238,6,2013-05-28T17:02:27Z
2012,3820,1,2013-05-28T17:11:01Z
3820,2012,1,2013-05-28T17:11:55Z
3345,2125,3,2013-05-28T17:46:13Z
4336,3820,3,2013-05-28T19:41:45Z
3820,4336,1,2013-05-28T19:42:26Z
1334,4197,1,2013-05-28T19:54:00Z
4197,1334,1,2013-05-28T19:54:36Z
1334,3600,2,2013-05-28T19:57:54Z
481,1334,3,2013-05-28T20:06:07Z
1334,481,3,2013-05-28T20:06:42Z
3916,1508,4,2013-05-28T22:03:29Z
1508,3916,4,2013-05-28T22:10:41Z
