,source node,target node,rating,time
20603,3857,3828,1,2013-04-04 02:18:49.777659904
20604,3856,3545,1,2013-04-04 02:19:44.370349824
20605,3828,2860,1,2013-04-04 02:40:23.751440128
20606,687,2860,1,2013-04-04 03:35:32.400389888
20607,3229,2125,6,2013-04-04 04:56:34.042390016
20608,2404,1529,1,2013-04-04 05:04:03.461420032
20609,3735,2860,1,2013-04-04 06:58:15.529779968
20610,1555,3801,1,2013-04-04 07:05:29.566210048
20611,3801,1555,1,2013-04-04 07:05:48.208100096
20612,687,1555,1,2013-04-04 07:06:09.809179904
20613,2351,3744,-10,2013-04-04 07:06:46.115259904
20614,3849,3653,1,2013-04-04 07:07:47.986400000
20615,2388,2328,2,2013-04-04 07:17:04.136219904
20616,3746,3858,1,2013-04-04 08:06:49.618500096
20617,3858,3746,1,2013-04-04 08:09:50.892310016
20618,687,3744,-10,2013-04-04 09:33:24.166169856
20619,3002,35,1,2013-04-04 10:21:20.787430144
20620,687,3801,1,2013-04-04 10:28:07.563640064
20621,2378,3037,1,2013-04-04 11:17:26.460870144
20622,3037,2378,1,2013-04-04 11:19:26.647609856
20623,2961,687,1,2013-04-04 13:13:16.448590080
20624,3018,2852,3,2013-04-04 14:33:56.555900160
20625,2852,3018,3,2013-04-04 14:36:38.066950144
20626,2642,3846,1,2013-04-04 15:19:54.495219968
20627,3846,2642,1,2013-04-04 15:21:39.069030144
20628,2404,1018,1,2013-04-04 15:30:01.262070016
20629,1018,2404,1,2013-04-04 15:31:02.439369984
20630,3653,3250,2,2013-04-04 15:48:59.668070144
20631,3250,3653,2,2013-04-04 15:50:24.169850112
20632,3828,25,2,2013-04-04 16:06:16.618649856
20633,3856,25,-1,2013-04-04 16:07:15.037250048
20634,1565,25,5,2013-04-04 16:07:54.413330176
20635,2770,3377,8,2013-04-04 16:27:11.393189888
20636,3801,687,1,2013-04-04 16:52:04.159510016
20637,2642,3056,4,2013-04-04 17:10:06.273070080
20638,3781,3850,1,2013-04-04 17:31:57.387399936
20639,3850,3781,1,2013-04-04 17:34:06.508739840
20640,1386,3859,8,2013-04-04 17:43:03.290929920
20641,35,3828,1,2013-04-04 17:58:27.803770112
20642,35,3860,1,2013-04-04 17:58:55.210319872
20643,3860,35,1,2013-04-04 18:18:04.604280064
20644,533,2125,1,2013-04-04 18:23:17.936539904
20645,2125,533,1,2013-04-04 18:24:55.926029824
20646,3689,2028,-10,2013-04-04 18:36:00.209379840
20647,2625,1316,2,2013-04-04 18:44:03.925810176
20648,1316,2625,2,2013-04-04 18:44:33.716009984
20649,3653,3013,1,2013-04-04 19:07:54.026109952
20650,3223,2404,1,2013-04-04 19:21:56.017280000
20651,2404,3223,1,2013-04-04 19:26:42.139470080
20652,3845,2647,2,2013-04-04 20:02:57.196880128
20653,2642,3534,3,2013-04-04 20:08:58.146929920
20654,2642,3860,1,2013-04-04 20:19:55.148669952
20655,3860,2642,1,2013-04-04 20:21:14.323899904
20656,1933,3861,5,2013-04-04 20:33:03.177210112
20657,1933,2903,10,2013-04-04 20:35:01.640780032
20658,3801,2642,1,2013-04-04 20:43:38.436649984
20659,2642,3801,2,2013-04-04 20:44:44.081459968
20660,1810,2252,3,2013-04-04 20:47:53.201639936
20661,3504,3797,-2,2013-04-04 21:06:35.857240064
20662,1953,3863,1,2013-04-04 21:08:35.951980032
20663,3863,1953,1,2013-04-04 21:08:49.356920064
20664,2878,3223,1,2013-04-04 21:13:34.484649984
20665,3776,3018,10,2013-04-04 21:16:13.454760192
20666,3776,3086,3,2013-04-04 21:19:38.994400000
20667,3776,3863,3,2013-04-04 21:19:49.675640064
20668,3776,3826,2,2013-04-04 21:21:13.367520000
20669,3863,3776,5,2013-04-04 21:22:09.142710016
20670,3861,2903,10,2013-04-04 21:39:41.493319936
20671,3861,1933,10,2013-04-04 21:39:55.677819904
20672,2903,3861,10,2013-04-04 21:40:08.236019968
20673,2903,1933,10,2013-04-04 21:41:03.523520000
20674,3511,3820,10,2013-04-04 22:12:28.727440128
20675,3820,3511,3,2013-04-04 22:13:35.034859776
20676,2266,3797,-8,2013-04-04 22:18:17.708669952
20677,1953,3852,1,2013-04-04 22:43:36.841139968
20678,3852,1953,1,2013-04-04 22:44:38.791179776
20679,3223,3864,1,2013-04-04 22:48:30.990979840
20680,3864,3223,1,2013-04-04 22:50:19.278569984
20681,2252,3797,-1,2013-04-04 23:16:46.562449920
20682,3165,3641,1,2013-04-04 23:28:26.629380096
20683,1953,3865,1,2013-04-04 23:29:10.850349824
20684,3865,1953,1,2013-04-04 23:30:43.409189888
20685,3865,3260,1,2013-04-04 23:31:12.439379968
20686,1334,3653,1,2013-04-05 00:06:41.960910080
20687,3653,1334,1,2013-04-05 00:07:41.362930176
20688,3223,1018,2,2013-04-05 00:19:56.867790080
20689,3748,3571,6,2013-04-05 02:29:44.302809856
20690,3735,3851,1,2013-04-05 02:55:41.400549888
20691,3851,3735,4,2013-04-05 02:56:00.547379968
20692,3735,3867,1,2013-04-05 03:58:30.374850048
20693,3735,3868,1,2013-04-05 03:58:59.188410112
20694,3867,3735,1,2013-04-05 04:00:19.607120128
20695,3868,3735,4,2013-04-05 04:03:29.868999936
20696,3735,3719,1,2013-04-05 04:11:45.665169920
20697,3719,3735,1,2013-04-05 04:11:55.491640064
20698,3800,3724,1,2013-04-05 05:31:38.827889920
20699,3724,3800,1,2013-04-05 05:34:31.788909824
20700,538,51,1,2013-04-05 05:41:42.442980096
20701,2647,3845,3,2013-04-05 07:21:41.181090048
20702,2647,3869,3,2013-04-05 07:22:19.769530112
20703,882,687,2,2013-04-05 07:55:01.670789888
20704,687,882,2,2013-04-05 07:55:27.248649984
20705,3834,1437,3,2013-04-05 09:10:01.550620160
20706,3869,2647,3,2013-04-05 09:10:48.427740160
20707,1504,3870,1,2013-04-05 10:53:45.855619840
20708,3501,3641,1,2013-04-05 14:20:25.311340032
20709,3641,3501,1,2013-04-05 14:21:13.248640000
20710,2625,3598,1,2013-04-05 15:38:47.986870016
20711,3598,2625,1,2013-04-05 15:38:53.539680000
20712,2625,3545,4,2013-04-05 17:18:20.675139840
20713,3545,2625,5,2013-04-05 17:20:20.849299968
20714,3856,2840,2,2013-04-05 17:22:00.956729856
20715,2635,3871,1,2013-04-05 19:22:44.465629952
20716,3871,3872,5,2013-04-05 19:23:46.172070144
20717,2840,3856,2,2013-04-05 19:27:04.824920064
20718,2635,3872,1,2013-04-05 19:35:44.271030016
20719,2954,1953,2,2013-04-05 20:23:37.802259968
20720,1953,2954,5,2013-04-05 20:24:07.688990208
20721,3738,687,3,2013-04-05 20:37:30.439919872
20722,3738,3873,1,2013-04-05 20:45:59.423939840
20723,3873,3738,1,2013-04-05 20:46:50.833800192
20724,687,3828,3,2013-04-05 20:55:36.473270016
20725,3828,687,3,2013-04-05 20:56:36.316379904
20726,3366,2028,-10,2013-04-05 21:11:44.810569984
20727,3439,1154,1,2013-04-05 21:30:13.847150080
20728,687,3874,1,2013-04-05 21:39:22.696549888
20729,3874,687,1,2013-04-05 21:46:20.079820032
20730,51,538,2,2013-04-05 21:56:21.399830016
20731,687,3875,2,2013-04-05 22:48:58.976160000
20732,3875,687,2,2013-04-05 22:55:42.852009984
20733,1967,3876,9,2013-04-06 02:20:21.153299968
20734,2642,3820,2,2013-04-06 03:26:35.309809920
20735,3820,2642,3,2013-04-06 03:28:01.081260032
20736,3099,3877,1,2013-04-06 03:50:05.204000000
20737,332,3018,2,2013-04-06 07:46:52.427369984
20738,2141,3744,-10,2013-04-06 08:02:34.860199936
20739,3767,3832,1,2013-04-06 08:29:09.198329856
20740,3832,3767,1,2013-04-06 08:33:50.491820032
20741,1437,3834,3,2013-04-06 11:58:33.842639872
20742,3500,3878,10,2013-04-06 12:20:32.789619968
20743,3878,3500,1,2013-04-06 12:21:22.263760128
20744,3527,3879,1,2013-04-06 13:37:49.520209920
20745,2635,3880,1,2013-04-06 13:39:51.700419840
20746,3879,3527,1,2013-04-06 13:57:39.647300096
20747,3735,3881,2,2013-04-06 14:11:50.433779968
20748,3451,3882,1,2013-04-06 15:23:25.034439936
20749,3882,3451,1,2013-04-06 15:24:38.217179904
20750,2642,3883,1,2013-04-06 16:57:30.334099968
20751,3883,2642,1,2013-04-06 16:58:45.496939776
20752,2642,2391,1,2013-04-06 17:00:02.136509952
20753,2391,2642,1,2013-04-06 17:00:10.689560064
20754,3869,3879,1,2013-04-06 18:01:18.436700160
20755,2371,1953,1,2013-04-06 18:27:49.820610048
20756,3451,3735,1,2013-04-06 18:53:48.705480192
20757,3735,3451,1,2013-04-06 18:55:10.358139904
20758,2835,1802,2,2013-04-06 19:38:12.492019968
20759,2378,3879,2,2013-04-06 20:25:47.990240000
20760,3804,3803,1,2013-04-06 20:34:48.730309888
20761,988,3744,-10,2013-04-06 20:51:17.459009792
20762,3099,2625,4,2013-04-06 21:20:34.952790016
20763,2625,3099,4,2013-04-06 21:20:56.476239872
20764,3735,3885,1,2013-04-06 22:55:22.179990016
20765,3885,3761,1,2013-04-06 22:55:35.128669952
20766,3885,3735,1,2013-04-06 23:00:48.382929920
20767,3879,2378,2,2013-04-06 23:27:47.294179840
20768,1334,3828,1,2013-04-06 23:37:57.024290048
20769,3828,1334,1,2013-04-06 23:38:33.721189888
20770,3879,3869,2,2013-04-07 00:04:51.374030080
20771,700,3735,2,2013-04-07 00:34:13.951200000
20772,3735,700,1,2013-04-07 00:35:09.994990080
20773,3527,3886,1,2013-04-07 01:23:40.975470080
20774,3886,3527,1,2013-04-07 01:29:20.511589888
20775,1386,1568,-1,2013-04-07 03:04:13.095480064
20776,1802,2835,2,2013-04-07 08:35:02.155889920
20777,3887,3445,1,2013-04-07 09:28:02.324489984
20778,3018,3016,1,2013-04-07 10:38:28.411010048
20779,3835,35,1,2013-04-07 11:36:06.288829952
20780,3500,3888,10,2013-04-07 12:43:24.103379968
20781,3888,3500,10,2013-04-07 12:53:06.656029952
20782,3824,3735,1,2013-04-07 14:32:03.454360064
20783,3735,3824,1,2013-04-07 14:32:53.089060096
20784,2378,3889,-1,2013-04-07 14:38:58.625710080
20785,2110,3735,1,2013-04-07 14:58:16.443859968
20786,3735,2110,1,2013-04-07 14:58:46.427869952
20787,256,3824,1,2013-04-07 17:00:12.510860032
20788,35,3890,2,2013-04-07 17:00:14.993410048
20789,3824,256,1,2013-04-07 17:00:58.444979968
20790,3890,35,3,2013-04-07 17:54:08.874910208
20791,3168,2642,2,2013-04-07 18:36:09.575570176
20792,2642,3168,3,2013-04-07 18:38:44.652400128
20793,2642,3891,1,2013-04-07 18:44:07.252379904
20794,2822,1512,4,2013-04-07 19:05:41.388740096
20795,2822,2580,3,2013-04-07 19:07:00.182800128
20796,2642,3892,1,2013-04-07 19:23:26.970850048
20797,3892,2642,3,2013-04-07 19:25:10.181019904
20798,1832,3893,2,2013-04-07 20:22:29.434899968
20799,3893,1832,2,2013-04-07 20:26:22.112620032
20800,2642,57,3,2013-04-07 21:34:03.154560000
20801,1953,2913,3,2013-04-07 22:18:25.379549952
20802,2913,1953,3,2013-04-07 22:18:57.419729920
20803,3832,2642,1,2013-04-07 22:23:03.546269952
20804,2642,3832,1,2013-04-07 22:24:08.007430144
20805,3641,3893,3,2013-04-07 22:32:30.149640192
20806,3893,3641,3,2013-04-07 22:34:51.617670144
20807,3735,2328,1,2013-04-07 22:40:49.106450176
20808,2328,3735,1,2013-04-07 22:40:53.925669888
20809,3735,606,1,2013-04-07 22:41:04.542589952
20810,606,3735,1,2013-04-07 22:43:24.819549952
20811,13,1352,-10,2013-04-07 22:43:32.389659904
20812,3781,3736,1,2013-04-07 22:47:42.157200128
20813,3736,3781,1,2013-04-07 22:48:17.651240192
20814,606,3744,-10,2013-04-07 23:13:17.008460032
20815,2404,606,1,2013-04-07 23:19:51.937680128
20816,606,2404,1,2013-04-07 23:20:15.558909952
20817,606,3767,1,2013-04-07 23:30:44.596400128
20818,3767,606,1,2013-04-07 23:31:16.073449984
20819,3781,1272,1,2013-04-07 23:36:03.276019968
20820,1272,3781,1,2013-04-08 00:28:31.325799936
20821,1810,3895,1,2013-04-08 01:28:18.729389824
20822,215,1832,1,2013-04-08 01:39:18.065309952
20823,3781,2012,1,2013-04-08 02:27:44.596979968
20824,2012,3781,1,2013-04-08 02:28:02.714030080
20825,2262,3896,1,2013-04-08 02:42:03.305280000
20826,3896,2262,8,2013-04-08 02:42:38.278870016
20827,3897,3735,1,2013-04-08 03:12:59.484750080
20828,214,3898,1,2013-04-08 03:58:11.211469824
20829,3821,3899,2,2013-04-08 04:52:51.056619776
20830,3899,3821,2,2013-04-08 04:55:17.208679936
20831,1751,3481,3,2013-04-08 05:13:25.778619904
20832,3481,1751,3,2013-04-08 05:14:28.674789888
20833,3887,1802,2,2013-04-08 05:38:27.184310016
20834,1802,3887,2,2013-04-08 05:39:11.743740160
20835,3898,214,1,2013-04-08 06:27:20.059279872
20836,3508,2125,5,2013-04-08 08:22:11.314220032
20837,2897,3900,1,2013-04-08 08:26:13.316450048
20838,3900,2897,1,2013-04-08 08:30:34.245660160
20839,3527,3901,1,2013-04-08 13:36:35.879379968
20840,3901,3527,1,2013-04-08 13:37:55.931960064
20841,3653,1675,4,2013-04-08 14:23:08.589620224
20842,3345,3902,2,2013-04-08 14:28:55.309149952
20843,3902,3903,2,2013-04-08 14:32:15.827369984
20844,3345,3903,2,2013-04-08 14:33:01.985549824
20845,3902,3345,1,2013-04-08 14:33:03.033860096
20846,3903,3345,1,2013-04-08 14:33:22.135379968
20847,3903,3902,1,2013-04-08 14:33:28.497689856
20848,3903,3904,1,2013-04-08 14:34:43.667109888
20849,3904,3903,1,2013-04-08 14:36:16.925600000
20850,3172,2642,3,2013-04-08 15:21:57.764070144
20851,547,2262,1,2013-04-08 15:57:33.931109888
20852,1565,2642,3,2013-04-08 16:17:04.116260096
20853,2642,1565,3,2013-04-08 16:17:14.231680000
20854,2404,3878,1,2013-04-08 16:26:43.001400064
20855,3878,2404,1,2013-04-08 16:27:10.541009920
20856,3854,3905,1,2013-04-08 16:29:19.221329920
20857,3905,3854,1,2013-04-08 16:40:42.076160000
20858,3850,2625,1,2013-04-08 16:42:05.009210112
20859,2625,3878,1,2013-04-08 16:55:09.924519936
20860,3878,2625,1,2013-04-08 16:56:27.633529856
20861,2625,2344,2,2013-04-08 17:09:01.410650112
20862,3302,2642,6,2013-04-08 18:25:51.919680000
20863,2404,2642,2,2013-04-08 18:31:42.606950144
20864,3451,3781,2,2013-04-08 18:35:19.892640000
20865,3781,3451,2,2013-04-08 18:36:03.981910016
20866,3891,2642,3,2013-04-08 19:01:52.353879808
20867,35,3906,1,2013-04-08 19:09:09.251379968
20868,35,3002,1,2013-04-08 19:09:21.059869952
20869,35,3907,1,2013-04-08 19:09:29.967099904
20870,35,3908,1,2013-04-08 19:09:37.546449920
20871,3018,3872,1,2013-04-08 19:10:44.816430080
20872,3000,3910,1,2013-04-08 19:12:17.075190016
20873,3911,3912,3,2013-04-08 19:15:53.487920128
20874,3912,3911,3,2013-04-08 19:17:16.094060032
20875,2296,3715,4,2013-04-08 19:18:39.438889984
20876,2642,3913,2,2013-04-08 19:41:40.048379904
20877,3913,2642,2,2013-04-08 19:42:13.667720192
20878,3910,3000,1,2013-04-08 19:56:38.376699904
20879,3828,3820,2,2013-04-08 19:58:26.480790016
20880,3820,3828,3,2013-04-08 20:00:06.715719936
20881,2642,3172,3,2013-04-08 20:03:59.972219904
20882,3894,2642,5,2013-04-08 20:04:47.923529984
20883,3512,2635,1,2013-04-08 20:05:05.154979840
20884,2642,3894,3,2013-04-08 20:06:05.984329984
20885,3018,3914,1,2013-04-08 20:27:23.844770048
20886,2897,3846,1,2013-04-08 20:27:46.991869952
20887,3846,2897,1,2013-04-08 20:30:53.862299904
20888,1018,3385,2,2013-04-08 20:33:49.491249920
20889,2344,2625,2,2013-04-08 20:34:42.148279808
20890,2625,1746,2,2013-04-08 20:44:46.610960128
20891,1746,2625,2,2013-04-08 20:44:55.797310208
20892,3903,3916,1,2013-04-08 20:49:13.517669888
20893,3916,3903,1,2013-04-08 20:50:30.071759872
20894,3385,1018,2,2013-04-08 20:51:37.338670080
20895,3820,3916,1,2013-04-08 20:54:47.405149952
20896,3916,3820,1,2013-04-08 20:56:06.359709952
20897,2642,3917,2,2013-04-08 21:03:34.266850048
20898,2642,3543,2,2013-04-08 21:06:13.457900032
20899,3918,3878,1,2013-04-08 21:07:29.121210112
20900,3917,2642,1,2013-04-08 21:08:49.113990144
20901,3543,2642,4,2013-04-08 21:08:59.227699968
20902,2344,3919,1,2013-04-08 21:12:48.152389888
20903,3836,35,1,2013-04-08 21:15:46.374030080
20904,2625,3268,1,2013-04-08 21:23:16.184770048
20905,3268,2625,1,2013-04-08 21:24:49.927209984
20906,3920,35,1,2013-04-08 21:31:19.307499776
20907,3527,3922,1,2013-04-08 23:12:09.092710144
20908,3887,2625,2,2013-04-08 23:12:29.304329984
20909,2625,3887,2,2013-04-08 23:13:38.166119936
20910,3922,3260,1,2013-04-08 23:28:24.022129920
20911,3735,3815,1,2013-04-08 23:30:05.572439808
20912,3815,3735,1,2013-04-08 23:34:26.019990016
20913,3815,3923,1,2013-04-08 23:46:49.443409920
20914,3923,3815,2,2013-04-08 23:47:52.254179840
20915,1018,3735,1,2013-04-08 23:52:24.226510080
20916,3735,1018,2,2013-04-08 23:53:28.076930048
20917,3699,1645,2,2013-04-09 00:01:54.435450112
20918,1645,3699,1,2013-04-09 00:02:12.058390016
20919,3910,3781,1,2013-04-09 00:13:44.696559872
20920,2642,1788,4,2013-04-09 01:20:16.538720000
20921,1788,2642,4,2013-04-09 01:20:59.045479936
20922,2642,3924,3,2013-04-09 01:45:15.940890112
20923,3924,2642,5,2013-04-09 01:47:05.574480128
20924,3922,3527,1,2013-04-09 01:50:23.074959872
20925,3735,3925,1,2013-04-09 01:50:50.583820032
20926,3925,3445,4,2013-04-09 02:14:42.400710144
20927,3445,3,-1,2013-04-09 02:24:00.664370176
20928,3887,3925,1,2013-04-09 02:37:06.108649984
20929,3925,3887,1,2013-04-09 02:39:07.986629888
20930,1967,1565,3,2013-04-09 02:39:46.812779776
20931,2642,3927,1,2013-04-09 02:58:45.554660096
20932,3927,2642,2,2013-04-09 02:59:25.761329920
20933,3925,3735,1,2013-04-09 03:00:13.088110080
20934,3916,2404,1,2013-04-09 03:33:43.508549888
20935,2404,3916,1,2013-04-09 03:38:36.715490048
20936,3735,3547,1,2013-04-09 03:39:19.844300032
20937,3547,3735,2,2013-04-09 03:42:08.471820032
20938,3916,3735,1,2013-04-09 03:50:26.976249856
20939,3735,3916,1,2013-04-09 03:50:28.691649792
20940,64,3099,1,2013-04-09 04:17:27.074909952
20941,3571,3208,-10,2013-04-09 04:24:36.446880000
20942,202,3099,6,2013-04-09 05:05:43.894530048
20943,366,3735,3,2013-04-09 05:14:16.278369792
20944,2897,3714,1,2013-04-09 05:25:22.127630080
20945,3928,3735,10,2013-04-09 05:33:04.127849984
20946,3735,3928,1,2013-04-09 05:35:25.091249920
20947,3735,3816,1,2013-04-09 06:03:33.137949952
20948,2296,3929,1,2013-04-09 06:40:40.142409984
20949,3929,2296,1,2013-04-09 06:44:42.040389888
20950,2897,3258,1,2013-04-09 08:55:46.184640000
20951,2897,2837,1,2013-04-09 08:57:47.683290112
20952,2897,3656,-1,2013-04-09 08:59:32.238009856
20953,3451,1267,1,2013-04-09 09:19:39.111859968
20954,1267,3451,1,2013-04-09 09:20:12.102989824
20955,3903,3854,1,2013-04-09 11:45:59.272110080
20956,3878,3903,1,2013-04-09 11:50:40.260659968
20957,3129,3134,1,2013-04-09 12:11:32.513089792
20958,3129,3931,1,2013-04-09 12:12:13.171299840
20959,3129,768,1,2013-04-09 12:12:33.076160000
20960,3129,3932,1,2013-04-09 12:12:53.473659904
20961,3129,180,1,2013-04-09 12:13:02.708019968
20962,3129,3256,1,2013-04-09 12:13:33.277120000
20963,3129,2825,1,2013-04-09 12:14:43.090200064
20964,3129,1098,1,2013-04-09 12:15:03.395960064
20965,3129,3938,1,2013-04-09 12:15:23.630889984
20966,3129,350,1,2013-04-09 12:15:53.322979840
20967,3129,3940,1,2013-04-09 12:16:13.576080128
20968,3129,3422,1,2013-04-09 12:17:03.557490176
20969,3129,6,1,2013-04-09 12:17:23.757240064
20970,3129,1957,1,2013-04-09 12:17:32.840640000
20971,3129,3944,1,2013-04-09 12:18:13.035049984
20972,3129,3945,1,2013-04-09 12:18:33.375520000
20973,3129,3219,1,2013-04-09 12:18:53.753259776
20974,3129,3950,1,2013-04-09 12:20:33.716020224
20975,3129,3951,1,2013-04-09 12:20:43.834959872
20976,3129,3953,1,2013-04-09 12:21:23.075939840
20977,3129,3086,1,2013-04-09 12:21:43.558330112
20978,3129,265,1,2013-04-09 12:22:13.514929920
20979,3854,3903,1,2013-04-09 12:22:22.003439872
20980,3129,3955,1,2013-04-09 12:22:23.738470144
20981,3129,3958,1,2013-04-09 12:22:53.729020160
20982,3129,3135,1,2013-04-09 12:23:13.850889984
20983,3129,2647,1,2013-04-09 12:23:23.985750016
20984,3129,3959,1,2013-04-09 12:23:43.163739904
20985,3129,2656,1,2013-04-09 12:25:23.869970176
20986,3129,3966,1,2013-04-09 12:25:54.293100032
20987,3129,3967,1,2013-04-09 12:26:03.408620032
20988,3129,2686,1,2013-04-09 12:26:13.541600000
20989,3129,3968,1,2013-04-09 12:26:33.882149888
20990,3129,3214,1,2013-04-09 12:26:54.128620032
20991,3129,3970,1,2013-04-09 12:27:33.713449984
20992,3129,943,1,2013-04-09 12:27:43.814929920
20993,3656,2897,-10,2013-04-09 13:01:10.195079936
20994,35,3862,1,2013-04-09 13:01:45.542160128
20995,3847,2878,1,2013-04-09 13:46:58.630579968
20996,2878,3847,1,2013-04-09 13:49:28.330159872
20997,2977,2897,1,2013-04-09 14:05:42.847529984
20998,2897,2977,1,2013-04-09 14:14:45.527650048
20999,2642,3972,1,2013-04-09 14:19:32.103589888
21000,3972,2642,2,2013-04-09 14:21:11.213949952
21001,3815,3803,1,2013-04-09 15:37:17.356320000
21002,3571,3815,2,2013-04-09 16:29:08.936000000
21003,3815,3571,2,2013-04-09 16:30:46.729080064
21004,1565,3928,1,2013-04-09 16:59:42.202830080
21005,3803,3815,1,2013-04-09 17:01:03.759869952
21006,3656,3866,-10,2013-04-09 17:09:07.620659968
21007,3029,19,1,2013-04-09 17:10:26.384870144
21008,3669,3973,1,2013-04-09 17:12:37.168819968
21009,3973,3669,10,2013-04-09 17:13:13.457420032
21010,3656,3335,2,2013-04-09 17:29:17.395830016
21011,3335,3656,2,2013-04-09 17:30:49.367539968
21012,1832,2897,1,2013-04-09 17:35:45.025489920
21013,2897,1832,1,2013-04-09 17:44:04.083650048
21014,1967,1018,2,2013-04-09 17:50:19.557039872
21015,3881,3735,10,2013-04-09 18:08:35.765740032
21016,3438,1018,2,2013-04-09 18:08:47.259740160
21017,2495,3974,10,2013-04-09 18:32:30.055619840
21018,3974,2495,10,2013-04-09 18:33:59.839399936
21019,3847,3884,3,2013-04-09 18:52:55.633900032
21020,585,3975,10,2013-04-09 18:53:14.375089920
21021,3828,1998,1,2013-04-09 18:57:04.707119872
21022,1998,3828,1,2013-04-09 18:57:53.487099904
21023,2125,3974,4,2013-04-09 19:04:39.567929856
21024,2125,2495,3,2013-04-09 19:07:50.527990016
21025,3974,2125,5,2013-04-09 19:13:51.462050048
21026,1512,1352,5,2013-04-09 19:16:19.796290048
21027,3828,3976,2,2013-04-09 20:15:43.313560064
21028,3976,3828,5,2013-04-09 20:18:43.946109952
21029,3404,3669,1,2013-04-09 20:24:19.611609856
21030,3669,3404,1,2013-04-09 20:24:22.849050112
21031,3653,1810,4,2013-04-09 21:09:31.656409856
21032,1967,3641,1,2013-04-09 21:23:55.866560000
21033,3099,64,1,2013-04-09 21:26:45.348769792
21034,3641,1967,2,2013-04-09 21:28:53.741959936
21035,3976,3641,2,2013-04-09 21:36:54.638530048
21036,2053,3977,1,2013-04-09 21:52:25.280470016
21037,2404,3978,1,2013-04-09 21:55:35.367549952
21038,3978,2404,1,2013-04-09 21:56:10.905700096
21039,3977,2053,1,2013-04-09 21:58:09.967080192
21040,3641,3976,2,2013-04-09 22:00:08.362230016
21041,3907,35,1,2013-04-09 22:11:01.933760000
21042,2437,2398,2,2013-04-09 22:15:36.180079872
21043,35,3979,1,2013-04-09 22:18:51.859309824
21044,3904,3866,-10,2013-04-09 22:34:22.827130112
21045,3904,3545,2,2013-04-09 22:45:39.167379968
21046,3810,3980,1,2013-04-09 23:56:22.091029760
21047,1939,3981,1,2013-04-10 00:06:35.759500032
21048,1939,3982,1,2013-04-10 00:07:02.173619968
21049,3981,3982,1,2013-04-10 00:07:33.084530176
21050,3981,1939,1,2013-04-10 00:09:56.913799936
21051,3982,3981,1,2013-04-10 00:11:21.233999872
21052,3982,1939,1,2013-04-10 00:13:07.820430080
21053,366,3699,1,2013-04-10 00:28:24.904179968
21054,3699,366,1,2013-04-10 00:30:52.280480000
21055,3735,3982,1,2013-04-10 00:36:19.018310144
21056,3982,3983,1,2013-04-10 01:27:15.384839936
21057,3983,3982,2,2013-04-10 01:27:59.433069824
21058,3982,3735,2,2013-04-10 01:28:48.074670080
21059,3928,1565,1,2013-04-10 02:32:48.538160128
21060,3649,3590,1,2013-04-10 02:37:19.533080064
21061,3590,3649,1,2013-04-10 02:44:35.704420096
21062,2404,3528,1,2013-04-10 02:46:49.041670144
21063,3528,2404,1,2013-04-10 02:48:02.565999872
21064,3724,3984,3,2013-04-10 02:53:49.639110144
21065,3864,3904,1,2013-04-10 02:58:52.271180032
21066,3904,590,1,2013-04-10 02:59:19.372459776
21067,2898,2378,4,2013-04-10 03:05:26.890459904
21068,3864,3928,1,2013-04-10 04:07:17.366499840
21069,3928,590,1,2013-04-10 04:08:08.687400192
21070,3113,3735,1,2013-04-10 04:36:44.737679872
21071,3735,3113,1,2013-04-10 04:38:03.518959872
21072,3888,2404,1,2013-04-10 05:09:49.114980096
21073,3699,3985,1,2013-04-10 05:45:57.092140032
21074,3985,3699,1,2013-04-10 05:49:10.979650048
21075,905,3878,1,2013-04-10 08:36:10.447830016
21076,2378,3986,1,2013-04-10 11:55:46.941280000
21077,3987,3598,10,2013-04-10 12:21:25.624690176
21078,35,1675,2,2013-04-10 12:42:27.310190080
21079,1675,3803,1,2013-04-10 12:52:47.515189760
21080,1675,35,2,2013-04-10 12:53:14.798340096
21081,3504,3666,5,2013-04-10 12:56:12.852869888
21082,3803,1675,1,2013-04-10 12:57:33.540940032
21083,3666,3504,5,2013-04-10 12:58:17.455689984
21084,3919,3878,1,2013-04-10 13:24:49.339020032
21085,3846,3989,1,2013-04-10 13:36:04.390269952
21086,3989,3846,1,2013-04-10 13:37:11.966289920
21087,3878,3990,1,2013-04-10 14:37:44.620399872
21088,3113,2625,5,2013-04-10 14:56:40.292859904
21089,3846,3991,3,2013-04-10 15:17:47.347440128
21090,3512,3765,1,2013-04-10 15:33:32.412219904
21091,3991,3846,3,2013-04-10 15:47:52.400659968
21092,732,1832,2,2013-04-10 17:53:26.827399936
21093,1832,732,1,2013-04-10 17:54:10.356539904
21094,468,3744,-10,2013-04-10 17:56:00.951620096
21095,2642,1731,5,2013-04-10 18:10:49.587079936
21096,1363,3397,1,2013-04-10 18:44:01.805159936
21097,1612,2742,1,2013-04-10 19:01:20.416389888
21098,2742,1612,1,2013-04-10 19:01:24.954610176
21099,3590,2642,3,2013-04-10 19:01:32.456450048
21100,3713,1018,1,2013-04-10 19:14:25.913870080
21101,1334,3760,-10,2013-04-10 19:16:10.582449920
21102,35,3952,1,2013-04-10 19:35:16.526609920
21103,3590,2344,1,2013-04-10 19:46:08.663069952
